date,count1,count2,month,dom,dow,doy,total,regular,overage1,overage2
2019-07-16,10480,4807,7,16,2,197,63575.94,63375.07,200.87,200.87
2019-07-17,11043,4984,7,17,3,198,66358.9,66113.76,245.14,245.14
2019-07-18,10720,4790,7,18,4,199,64628.69,63343.19,1285.5,1285.5
2019-07-19,10780,5169,7,19,5,200,64956.39,59818.64,5137.75,5137.75
2019-07-20,8268,3931,7,20,6,201,48019.82,40320.36,7699.46,7699.46
2019-07-21,7237,3655,7,21,0,202,41578.2,40363.31,1214.89,1214.89
2019-07-22,10604,5222,7,22,1,203,63730.98,63563.29,167.69,167.69
2019-07-23,10548,4773,7,23,2,204,63778,63589.81,188.19,188.19
2019-07-24,10850,4877,7,24,3,205,64854.55,64639.3,215.25,215.25
2019-07-25,10749,4793,7,25,4,206,65080.81,63734.18,1346.63,1346.63
2019-07-26,10769,5185,7,26,5,207,64678.44,59963.26,4715.18,4715.18
2019-07-27,8230,3913,7,27,6,208,47690.39,40493.01,7197.38,7197.38
2019-07-28,7166,3598,7,28,0,209,41413.98,40273.12,1140.86,1140.86
2019-07-29,10614,5236,7,29,1,210,64020.71,63821.21,199.5,199.5
2019-07-30,10550,4815,7,30,2,211,63662.65,63462.77,199.88,199.88
2019-07-31,11058,4950,7,31,3,212,66439.58,66155.59,283.99,283.99
2019-08-01,11567,5332,8,1,4,213,70342.22,68976,1366.22,1366.22
2019-08-02,11758,5768,8,2,5,214,71401.8,65978.35,5423.45,5423.45
2019-08-03,8763,4447,8,3,6,215,51320.66,43245.33,8075.33,8075.33
2019-08-04,7612,4085,8,4,0,216,44048.38,43000.26,1048.12,1048.12
2019-08-05,11600,5858,8,5,1,217,70199.28,69943.78,255.5,255.5
2019-08-06,11552,5473,8,6,2,218,70241.83,69988.04,253.79,253.79
2019-08-07,12081,5633,8,7,3,219,73494.32,73017.51,476.81,476.81
2019-08-08,11834,5400,8,8,4,220,71933.19,70173.24,1759.95,1759.95
2019-08-09,11825,5827,8,9,5,221,71853.15,65899.5,5953.65,5953.65
2019-08-10,8845,4443,8,10,6,222,52232.56,42815.05,9417.51,9417.51
2019-08-11,7632,4080,8,11,0,223,44156.01,43030.62,1125.39,1125.39
2019-08-12,11601,5860,8,12,1,224,70397.96,69773.56,624.4,240.22
2019-08-13,11649,5443,8,13,2,225,70960.45,70696.45,264,261.54
2019-08-14,12136,5679,8,14,3,226,73795.2,73343.23,451.97,451.97
2019-08-15,11882,5457,8,15,4,227,72491.07,70846.46,1644.61,1644.61
2019-08-16,11848,5825,8,16,5,228,72007.6,66160.06,5847.54,5847.54
2019-08-17,8817,4423,8,17,6,229,51684.5,42700.93,8983.57,8983.57
2019-08-18,7635,4094,8,18,0,230,43860.8,42653.48,1207.32,1207.32
2019-08-19,11758,5932,8,19,1,231,70753.79,70558.25,195.54,195.54
2019-08-20,11742,5503,8,20,2,232,71051.82,70841.67,210.15,210.15
2019-08-21,12263,5704,8,21,3,233,73967.65,73669.82,297.83,297.83
2019-08-22,11995,5470,8,22,4,234,72453.88,70960.86,1493.02,1493.02
2019-08-23,11943,5850,8,23,5,235,72338.44,66755.14,5583.3,5583.3
2019-08-24,8845,4437,8,24,6,236,51832.24,43166.33,8665.91,8665.91
2019-08-25,7712,4081,8,25,0,237,44570.04,43460.83,1109.21,1109.21
2019-08-26,11792,5941,8,26,1,238,70668.6,70486.98,181.62,181.62
2019-08-27,11775,5504,8,27,2,239,71247.48,71027.04,220.44,220.44
2019-08-28,12296,5684,8,28,3,240,74063.42,73694.22,369.2,369.2
2019-08-29,12015,5452,8,29,4,241,72899.87,71209.02,1690.85,1690.85
2019-08-30,11907,5799,8,30,5,242,72113.34,66380.3,5733.04,5733.04
2019-08-31,8755,4360,8,31,6,243,51102.39,42402.67,8699.72,8699.72
2019-09-01,7448,3940,9,1,0,244,42966.48,41941.06,1025.42,1025.42
2019-09-02,9764,4373,9,2,1,245,59950.62,58646.24,1304.38,168.94
2019-09-03,11444,5508,9,3,2,246,69412.98,69166.55,246.43,245.57
2019-09-04,12150,5723,9,4,3,247,74241.23,73883.2,358.03,358.03
2019-09-05,11977,5521,9,5,4,248,73305.04,72062.41,1242.63,1242.63
2019-09-06,11978,5924,9,6,5,249,73209.07,68686.27,4522.8,4522.8
2019-09-07,9029,4514,9,7,6,250,52711.98,44621.02,8090.96,8090.96
2019-09-08,7734,4094,9,8,0,251,44554.96,43644.55,910.41,910.41
2019-09-09,11829,5966,9,9,1,252,71631.86,71417.38,214.48,214.48
2019-09-10,11328,5384,9,10,2,253,69006.36,68800.03,206.33,206.33
2019-09-11,11796,5516,9,11,3,254,71769.19,71470.69,298.5,298.5
2019-09-12,11489,5342,9,12,4,255,70298.15,68895.95,1402.2,1402.2
2019-09-13,11467,5670,9,13,5,256,69622.9,64055.47,5567.43,5567.43
2019-09-14,8413,4225,9,14,6,257,49264.65,41226.58,8038.07,8038.07
2019-09-15,7173,3835,9,15,0,258,41340.26,40360.7,979.56,979.56
2019-09-16,11287,5794,9,16,1,259,68050.5,67874.12,176.38,176.38
2019-09-17,11347,5428,9,17,2,260,69149.7,68919.66,230.04,230.04
2019-09-18,11878,5554,9,18,3,261,72282.58,71926.88,355.7,355.7
2019-09-19,11493,5362,9,19,4,262,69922.62,68319.42,1603.2,1603.2
2019-09-20,11536,5739,9,20,5,263,70271.04,64791.76,5479.28,5479.28
2019-09-21,8422,4299,9,21,6,264,49108.59,41320.65,7787.94,7787.94
2019-09-22,7292,3882,9,22,0,265,41910.53,40914.51,996.02,996.02
2019-09-23,11424,5907,9,23,1,266,68894.8,68720.22,174.58,174.58
2019-09-24,11464,5540,9,24,2,267,69799.6,69578.8,220.8,220.8
2019-09-25,11909,5617,9,25,3,268,72409.21,72037.26,371.95,371.95
2019-09-26,11686,5452,9,26,4,269,71135.8,69603.53,1532.27,1532.27
2019-09-27,11568,5739,9,27,5,270,70003.53,64420.54,5582.99,5582.99
2019-09-28,8476,4359,9,28,6,271,49616.35,41667.84,7948.51,7948.51
2019-09-29,7284,3933,9,29,0,272,42134.45,41045.76,1088.69,1088.69
2019-09-30,11437,5866,9,30,1,273,69532.94,69312.5,220.44,220.44
2019-10-01,11451,5483,10,1,2,274,69809.15,69640.44,168.71,168.71
2019-10-02,12024,5653,10,2,3,275,73507.67,73216.74,290.93,290.93
2019-10-03,11690,5448,10,3,4,276,71453.36,69896.93,1556.43,1556.43
2019-10-04,11826,5789,10,4,5,277,72193.54,66446.08,5747.46,5747.46
2019-10-05,8536,4372,10,5,6,278,49889.72,42045.56,7844.16,7844.16
2019-10-06,7356,4048,10,6,0,279,42555.26,41371.63,1183.63,1183.63
2019-10-07,11635,5935,10,7,1,280,70248.93,70098.81,150.12,150.12
2019-10-08,11592,5571,10,8,2,281,70980.74,70718.31,262.43,262.43
2019-10-09,12041,5721,10,9,3,282,73010.44,72744.64,265.8,265.8
2019-10-10,11775,5519,10,10,4,283,71536.06,70053.31,1482.75,1482.75
2019-10-11,11679,5836,10,11,5,284,71064.01,65386.38,5677.63,5677.63
2019-10-12,8492,4413,10,12,6,285,49404.92,41374.99,8029.93,8029.93
2019-10-13,7408,3998,10,13,0,286,42541.34,41370.63,1170.71,1170.71
2019-10-14,11534,5573,10,14,1,287,70183.64,69079.43,1104.21,159.34
2019-10-15,11589,5616,10,15,2,288,70923.18,70721.58,201.6,188.23
2019-10-16,12112,5716,10,16,3,289,73701.65,73467.68,233.97,233.97
2019-10-17,11805,5528,10,17,4,290,72039.07,70497.48,1541.59,1541.59
2019-10-18,11673,5845,10,18,5,291,71130.7,65671.76,5458.94,5458.94
2019-10-19,8504,4403,10,19,6,292,49661.57,41750.73,7910.84,7910.84
2019-10-20,7422,4076,10,20,0,293,42589.1,41308.72,1280.38,1280.38
2019-10-21,11584,5948,10,21,1,294,69899.64,69696.64,203,203
2019-10-22,11614,5575,10,22,2,295,70655.17,70466.9,188.27,188.27
2019-10-23,12024,5597,10,23,3,296,73060.07,72737.74,322.33,322.33
2019-10-24,11807,5537,10,24,4,297,71561.36,69931.84,1629.52,1629.52
2019-10-25,11728,5867,10,25,5,298,71190.62,65324.1,5866.52,5866.52
2019-10-26,8458,4364,10,26,6,299,48987.18,41223.73,7763.45,7763.45
2019-10-27,7333,4045,10,27,0,300,41954.5,40853.72,1100.78,1100.78
2019-10-28,11595,5975,10,28,1,301,70094.88,69865.69,229.19,229.19
2019-10-29,11562,5567,10,29,2,302,70492.27,70235.27,257,257
2019-10-30,12043,5714,10,30,3,303,73660.93,73264.48,396.45,396.45
2019-10-31,11609,5527,10,31,4,304,71041.34,69305.5,1735.84,1735.84
2019-11-01,11586,5873,11,1,5,305,70282.76,64538.25,5744.51,5744.51
2019-11-02,8615,4466,11,2,6,306,50386.81,42281.42,8105.39,8105.39
2019-11-03,7477,3989,11,3,0,307,43646.93,42331.3,1315.63,1315.63
2019-11-04,11754,5997,11,4,1,308,71513.37,71276.78,236.59,236.59
2019-11-05,11268,5483,11,5,2,309,69046.99,68790.2,256.79,256.79
2019-11-06,12152,5808,11,6,3,310,73971.28,73522.78,448.5,448.5
2019-11-07,11890,5573,11,7,4,311,72280.59,70502.66,1777.93,1777.93
2019-11-08,11773,5894,11,8,5,312,71378.73,65281.37,6097.36,6097.36
2019-11-09,8735,4471,11,9,6,313,50731.69,42609.02,8122.67,8122.67
2019-11-10,7498,4008,11,10,0,314,43518.58,42251.87,1266.71,1266.71
2019-11-11,11140,5046,11,11,1,315,68068.35,66688.66,1379.69,206.08
2019-11-12,11714,5610,11,12,2,316,72060.14,71715.21,344.93,320.72
2019-11-13,12164,5783,11,13,3,317,74288.81,73827.41,461.4,461.4
2019-11-14,11979,5576,11,14,4,318,73532.16,71766.33,1765.83,1765.83
2019-11-15,11909,5924,11,15,5,319,72981.4,67323.24,5658.16,5658.16
2019-11-16,8687,4459,11,16,6,320,50417.12,42260.21,8156.91,8156.91
2019-11-17,7482,4079,11,17,0,321,43618.28,42361.6,1256.68,1256.68
2019-11-18,11804,6040,11,18,1,322,71716.53,71511.9,204.63,204.63
2019-11-19,11866,5732,11,19,2,323,72735.74,72430.95,304.79,304.79
2019-11-20,12247,5806,11,20,3,324,74914.95,74562.64,352.31,352.31
2019-11-21,11975,5618,11,21,4,325,73139.6,71523.53,1616.07,1616.07
2019-11-22,12031,5977,11,22,5,326,73705.16,67840.6,5864.56,5864.56
2019-11-23,8925,4543,11,23,6,327,52826.66,43794.06,9032.6,9032.6
2019-11-24,7876,4151,11,24,0,328,46203.15,44800.63,1402.52,1402.52
2019-11-25,11935,6008,11,25,1,329,72873.98,72641.58,232.4,232.4
2019-11-26,11975,5657,11,26,2,330,73797.31,73460.92,336.39,336.39
2019-11-27,12277,5682,11,27,3,331,79124.58,78392.2,732.38,730.88
2019-11-28,6125,2469,11,28,4,332,40109.55,16348.17,23761.38,123.91
2019-11-29,10832,5371,11,29,5,333,77317.85,67762.23,9555.62,5473.97
2019-11-30,9088,4554,11,30,6,334,57265.85,46635.63,10630.22,10630.22
2019-12-01,7949,4101,12,1,0,335,47610.08,46427.03,1183.05,1183.05
2019-12-02,11809,6001,12,2,1,336,72413.72,72151.11,262.61,262.61
2019-12-03,12046,5725,12,3,2,337,74345.84,73969.79,376.05,376.05
2019-12-04,12336,5805,12,4,3,338,75782.02,75193.37,588.65,588.65
2019-12-05,12170,5616,12,5,4,339,75122.09,72957.16,2164.93,2164.93
2019-12-06,12141,5945,12,6,5,340,75077.9,68353.59,6724.31,6724.31
2019-12-07,9188,4569,12,7,6,341,55948.89,44895.09,11053.8,11053.8
2019-12-08,8121,4215,12,8,0,342,48649.66,47293.1,1356.56,1356.56
2019-12-09,12026,6040,12,9,1,343,73985.93,73654.57,331.36,331.36
2019-12-10,12168,5710,12,10,2,344,75021.59,74683.3,338.29,338.29
2019-12-11,12413,5757,12,11,3,345,76969.99,76446.43,523.56,523.56
2019-12-12,12186,5593,12,12,4,346,75582.81,73586,1996.81,1996.81
2019-12-13,12223,5960,12,13,5,347,76510.54,69419.45,7091.09,7091.09
2019-12-14,9184,4509,12,14,6,348,55959.79,44575.61,11384.18,11384.18
2019-12-15,8113,4136,12,15,0,349,49216.14,47579.59,1636.55,1636.55
2019-12-16,12007,5913,12,16,1,350,75097.15,74728.09,369.06,369.06
2019-12-17,12248,5856,12,17,2,351,77529.05,77019.97,509.08,509.08
2019-12-18,12384,5667,12,18,3,352,77823.76,77165.08,658.68,658.68
2019-12-19,12258,5610,12,19,4,353,77226.35,74858.26,2368.09,2368.09
2019-12-20,12231,5967,12,20,5,354,77183.39,69217.42,7965.97,7965.97
2019-12-21,9426,4520,12,21,6,355,62625.9,47443.45,15182.45,15182.45
2019-12-22,8439,4215,12,22,0,356,53492.39,51844.35,1648.04,1648.04
2019-12-23,12162,5719,12,23,1,357,80083.55,79374.29,709.26,709.26
2019-12-24,11403,5421,12,24,2,358,70472.1,69708.68,763.42,683.42
2019-12-25,1798,852,12,25,3,359,12018.66,10618.46,1400.2,9.56
2019-12-26,11066,5337,12,26,4,360,68294.59,67482.7,811.89,643.26
2019-12-27,12129,5891,12,27,5,361,76695.76,74383.65,2312.11,2312.11
2019-12-28,9223,4533,12,28,6,362,56519.18,50524.06,5995.12,5995.12
2019-12-29,8055,4151,12,29,0,363,47772.39,46733.16,1039.23,1039.23
2019-12-30,11749,5741,12,30,1,364,72503.48,72253.35,250.13,250.13
2019-12-31,11316,5429,12,31,2,365,68613.46,68131.4,482.06,433.06
2020-01-01,8377,4295,1,1,3,1,48952.63,47278.85,1673.78,260.6
2020-01-02,11416,5437,1,2,4,2,69690.8,68717.9,972.9,963.11
2020-01-03,11872,5864,1,3,5,3,73144.33,69556.51,3587.82,3587.82
2020-01-04,9089,4564,1,4,6,4,54164.62,45877.13,8287.49,8287.49
2020-01-05,7886,4079,1,5,0,5,45987,45004.36,982.64,982.64
2020-01-06,11883,5861,1,6,1,6,72192.06,71913.68,278.38,278.38
2020-01-07,11921,5777,1,7,2,7,73147.93,72816.61,331.32,331.32
2020-01-08,12316,5646,1,8,3,8,75083.38,74656.23,427.15,427.15
2020-01-09,12112,5554,1,9,4,9,73879.48,72182.07,1697.41,1697.41
2020-01-10,12044,5922,1,10,5,10,73460.46,67206.76,6253.7,6253.7
2020-01-11,9007,4548,1,11,6,11,52763.3,43854.83,8908.47,8908.47
2020-01-12,7779,4053,1,12,0,12,45558.95,44387.16,1171.79,1171.79
2020-01-13,11967,5857,1,13,1,13,72397.27,72187.3,209.97,209.97
2020-01-14,11913,5751,1,14,2,14,73495.49,73242.53,252.96,252.96
2020-01-15,12393,5620,1,15,3,15,75664.38,75198.97,465.41,465.41
2020-01-16,12101,5558,1,16,4,16,73794.25,71962.44,1831.81,1831.81
2020-01-17,12112,5898,1,17,5,17,73813.4,67706.95,6106.45,6106.45
2020-01-18,8901,4490,1,18,6,18,52336.47,43768.58,8567.89,8567.89
2020-01-19,7800,3968,1,19,0,19,45198.31,43902.99,1295.32,1295.32
2020-01-20,10893,4881,1,20,1,20,66971.28,66112.67,858.61,179.41
2020-01-21,11930,5782,1,21,2,21,73312.98,73074.15,238.83,238.83
2020-01-22,12328,5654,1,22,3,22,75049.39,74670.89,378.5,378.5
2020-01-23,12156,5587,1,23,4,23,74442.58,73056.27,1386.31,1386.31
2020-01-24,12085,5952,1,24,5,24,73892.23,68535.24,5356.99,5356.99
2020-01-25,9044,4524,1,25,6,25,53040.94,44714.24,8326.7,8326.7
2020-01-26,7885,4102,1,26,0,26,45645.99,44570.82,1075.17,1075.17
2020-01-27,11974,5926,1,27,1,27,72473.23,72261.43,211.8,211.8
2020-01-28,11987,5823,1,28,2,28,73845.79,73622.54,223.25,223.25
2020-01-29,12397,5686,1,29,3,29,75428.01,75004.61,423.4,423.4
2020-01-30,12075,5586,1,30,4,30,73873.23,72110.31,1762.92,1762.92
2020-01-31,12072,5977,1,31,5,31,73998.73,67900.23,6098.5,6098.5
2020-02-01,8918,4614,2,1,6,32,52007.36,43723.1,8284.26,8284.26
2020-02-02,7747,4092,2,2,0,33,44814.08,43570.6,1243.48,1243.48
2020-02-03,11810,5835,2,3,1,34,71254.53,71061.2,193.33,193.33
2020-02-04,11937,5800,2,4,2,35,73226.06,72956.75,269.31,269.31
2020-02-05,12289,5657,2,5,3,36,74808.49,74511.64,296.85,296.85
2020-02-06,12048,5549,2,6,4,37,73705.86,72123.24,1582.62,1582.62
2020-02-07,11986,5966,2,7,5,38,73301.43,67384.27,5917.16,5917.16
2020-02-08,8961,4544,2,8,6,39,52788.66,44148.26,8640.4,8640.4
2020-02-09,7807,4119,2,9,0,40,45338.07,44060.27,1277.8,1277.8
2020-02-10,11899,5926,2,10,1,41,72063.59,71913.17,150.42,150.42
2020-02-11,11877,5819,2,11,2,42,73148.26,72933.99,214.27,214.27
2020-02-12,12285,5675,2,12,3,43,74632.68,74240.3,392.38,392.38
2020-02-13,12031,5577,2,13,4,44,73963.21,72358.74,1604.47,1604.47
2020-02-14,12019,5910,2,14,5,45,73289.87,67461.81,5828.06,5828.06
2020-02-15,8833,4542,2,15,6,46,51975.48,43787.38,8188.1,8188.1
2020-02-16,7707,3995,2,16,0,47,44892.37,43502.21,1390.16,1119.93
2020-02-17,11005,4907,2,17,1,48,69070.76,68338.32,732.44,152.18
2020-02-18,11875,5866,2,18,2,49,73097.75,72869.67,228.08,180.33
2020-02-19,12319,5708,2,19,3,50,75667.84,75230.06,437.78,437.78
2020-02-20,12032,5631,2,20,4,51,73948.16,72358.74,1589.42,1589.42
2020-02-21,11937,6024,2,21,5,52,73067.89,67758.21,5309.68,5309.68
2020-02-22,8916,4588,2,22,6,53,52368.37,44498.96,7869.41,7869.41
2020-02-23,7757,4094,2,23,0,54,45118.34,44107,1011.34,1011.34
2020-02-24,11833,5960,2,24,1,55,72213.91,72001.05,212.86,212.86
2020-02-25,11786,5810,2,25,2,56,72889.15,72568.41,320.74,320.74
2020-02-26,12158,5687,2,26,3,57,74287.85,73884.07,403.78,403.78
2020-02-27,11896,5574,2,27,4,58,72912.47,71347.73,1564.74,1564.74
2020-02-28,11904,5970,2,28,5,59,72744.09,67200.35,5543.74,5543.74
2020-02-29,8807,4538,2,29,6,60,51687.35,43777.1,7910.25,7910.25
2020-03-01,7747,4120,3,1,0,61,45217.98,43996.31,1221.67,1221.67
2020-03-02,11877,5975,3,2,1,62,72197.34,72007.77,189.57,189.57
2020-03-03,11732,5849,3,3,2,63,72357.87,72150.89,206.98,206.98
2020-03-04,12263,5757,3,4,3,64,75050.87,74593.12,457.75,457.75
2020-03-05,11954,5611,3,5,4,65,73386.72,71777.31,1609.41,1609.41
2020-03-06,12031,6042,3,6,5,66,73793.53,67800.17,5993.36,5993.36
2020-03-07,8906,4615,3,7,6,67,52486.95,44186.51,8300.44,8300.44
2020-03-08,7722,4100,3,8,0,68,44496.95,43371.01,1125.94,1125.94
2020-03-09,11858,5971,3,9,1,69,72507.01,72307.23,199.78,199.78
2020-03-10,11858,5874,3,10,2,70,73435.96,73183.21,252.75,252.75
2020-03-11,12378,5987,3,11,3,71,76275.32,75885.43,389.89,389.89
2020-03-12,12046,5686,3,12,4,72,74497.98,72854.87,1643.11,1643.11
2020-03-13,11973,5987,3,13,5,73,74361.08,68217.64,6143.44,6143.44
2020-03-14,8921,4593,3,14,6,74,53914.86,44510.73,9404.13,9404.13
2020-03-15,7775,4104,3,15,0,75,46505.37,45350.28,1155.09,1155.09
2020-03-16,11791,5903,3,16,1,76,73095.05,72798.04,297.01,297.01
2020-03-17,11322,5690,3,17,2,77,71193.17,70938.24,254.93,254.93
2020-03-18,11117,5506,3,18,3,78,70171.19,69594.6,576.59,576.59
2020-03-19,9987,4931,3,19,4,79,63760.5,61904.28,1856.22,1856.22
2020-03-20,9747,5168,3,20,5,80,62051.36,55694.66,6356.7,6356.7
2020-03-21,6750,3603,3,21,6,81,41213.17,32380.82,8832.35,8832.35
2020-03-22,5805,3161,3,22,0,82,35624.28,34806.09,818.19,818.19
2020-03-23,9410,4932,3,23,1,83,59875.11,59691.12,183.99,183.99
2020-03-24,9609,4859,3,24,2,84,61968.09,61674.15,293.94,293.94
2020-03-25,9742,4915,3,25,3,85,62729.79,62151.68,578.11,578.11
2020-03-26,9645,4818,3,26,4,86,62537.24,60584.3,1952.94,1952.94
2020-03-27,9694,5123,3,27,5,87,62619.71,56171.97,6447.74,6447.74
2020-03-28,6679,3550,3,28,6,88,41204.51,31919.12,9285.39,9285.39
2020-03-29,5830,3005,3,29,0,89,36060.16,35311.47,748.69,748.69
2020-03-30,9538,5070,3,30,1,90,61359.63,61135.06,224.57,224.57
2020-03-31,9737,4970,3,31,2,91,63536.39,63226.78,309.61,309.61
2020-04-01,9811,4875,4,1,3,92,63867.16,63269.31,597.85,597.85
2020-04-02,9762,4776,4,2,4,93,63748.35,61461.66,2286.69,2286.69
2020-04-03,9632,5071,4,3,5,94,62404.44,55298.38,7106.06,7106.06
2020-04-04,6951,3664,4,4,6,95,43287.77,33293.22,9994.55,9994.55
2020-04-05,6056,3149,4,5,0,96,37870.31,36947.46,922.85,922.85
2020-04-06,9354,4966,4,6,1,97,60242.48,60098.19,144.29,144.29
2020-04-07,9568,4854,4,7,2,98,62222.95,61936.65,286.3,286.3
2020-04-08,9835,4959,4,8,3,99,64027.39,63545.81,481.58,481.58
2020-04-09,9588,4678,4,9,4,100,62314.9,60460.3,1854.6,1854.6
2020-04-10,9390,5021,4,10,5,101,60521.93,54019.28,6502.65,6502.65
2020-04-11,6883,3661,4,11,6,102,43331.22,33109.56,10221.66,10221.66
2020-04-12,2937,1411,4,12,0,103,20554.87,20020.43,534.44,534.44
